item_name,category_name
selpak cep mendili,kağit mendiller
sutas light yogurt 650 gr.,yoğurt
altin cezve coffee creamer 200 gr kavanoz,çay kahve
vileda style 3 lu mikrofiber tem.bezi,ev temizlik gereçleri
dr.oetker big muffin 260gr,toz tatlı
m.birlik az tuzlu 800 gr hususi,zeytin
selpak wc aqua 26+6 wc kagidi,wc kağitlari
sutas krema 200 ml,toz tatlı
fairy platinum 20 li,bulaşik yikama
bingo dynamic tablet express 56li,bulaşik yikama
çaykur yesil çay tnk 150 gr,çay kahve
kartal makarna firin 500gr,makarna
rest çelik ovma topu,ev temizlik gereçleri
ipek pamuk 250 gr.,makyaj malzemeleri
milka 80gr çikolata beyaz,çikolata gofret
f baktat limon aromali sos 1kg,hazır yemekler
pantene pro-v 400ml sac kremi dogal sentez,saç bakım
aptamil sütlü 7 tahilli elmali 250 gr,hazır yemek mama
kotex screet ultra ped uzun 8 li,hijyenik pedler
dalin cep mendil cars,islak mendil havlu
dalin cep mendil tinkerbell,islak mendil havlu
s.brite 2+1 cizmez buls sungeri,ev temizlik gereçleri
"loreal sac boyası 5,03 yogun acik kestane",saç bakım
f baktat biberiye tursu 1400 gr,hazır yemekler
canbebe kazancli paket 4+maxiplus 70 adet,çocuk bezleri
prima 1 premcare 2-5kg.50 adet,çocuk bezleri
bingo sıvı det.2 lt.siyah,çamaşır yikama
"bingosoft konsantre 1,5 lt bahar uyanisi",çamaşır yikama
yumos extra fiesta 720ml.siklamen&muge cicegi,çamaşır yikama
lofcali sıvı arap sabunu,ev temizleyici
"fabuloso 2,5 lt cicek d. super eko",ev temizleyici
vivident meyva sulu sakız 23gr,sakız şekerleme
wella koleston kopuk boya 6/7 çikolata kahve,saç bakım
lipton ice tea 1.5 lt seftali,gazsız içecek
gillette blue iii priden 6 li,traş malzemeleri
dixi sıvı 900ml. ilkbahar,ev temizleyici
vileda super mocio set,ev temizlik gereçleri
fuse tea 330 ml seftali,gazsız içecek
palmolive sıvı sabun 300 ml,duş banyo
peyman kaju fistik165gr,büskivi çerez
kent topitop fan tekli,sakız şekerleme
molfix dev eko mini,çocuk bezleri
garnier sac boya 4.5 kestane akaju,saç bakım
wella koleston sac boyası 3.4 koyu kestane,saç bakım
ülker camlica 250 ml portakal,gazli içecek
slazenger active sport formen deo 150 ml yesil,parfüm deodorant
argem multi box set,mutfak eşya gereçleri
gillette mach3 bicak 4'lu mach3 jel hediye,traş malzemeleri
bingosoft 2 lt kis surprizi,çamaşır yikama
garnier sac boya 7.3 findik kabugu,saç bakım
nivea deo 100ml sprey angel star hot crush,parfüm deodorant
garnier color naturals 5.52 kasmir kahve,saç bakım
rocco jelly junior sevimli ayilar 80gr,sakız şekerleme
"loreal sac boyası 6,32",saç bakım
bingosil fresh 3lt. bebeğimin dünyasi,ev temizleyici
rexona women cotton deo 150 ml,parfüm deodorant
wella tup sac boyası 6/4 kizil bakir,saç bakım
vivident xylit storming nane 33 gr,sakız şekerleme
nar sarma kup seker 750gr,çay kahve
bingosoft konsantre 750 ml lovely,çamaşır yikama
vernel 2lt gulun buyusu yumusatici,çamaşır yikama
calve mayonez 250gr. cam,hazır yemekler
ülker oneo sakız cep paket nane,sakız şekerleme
ülker oneo sakız cep paket damla sakız,sakız şekerleme
cif oxi jel ferah 1000 ml,ev temizleyici
penguen biberiye tursu 300 ml,hazır yemekler
ariel aktif jel kapsulleri 560 gr dag esintisi,çamaşır yikama
ülker albeni 5li 346,çikolata gofret
solo wc sikistiilmis 40 rulo,wc kağitlari
solo wc kagidi 32 li 6 rulo bedava,wc kağitlari
solo wc kagidi 20+4 rulo bedava,wc kağitlari
sutas 250 gr orgu peyniri,peynir
dr.oetker pasta susu sekerli-sugar 80 gr,toz tatlı
dr.oetker krem santi 80gr ciko,toz tatlı
s.brite paspas standart 3 al 2 ode,ev temizlik gereçleri
s.brite yesil ultra konfor sunger 2 li,ev temizlik gereçleri
molped ultra gece 20 li,hijyenik pedler
m.birlik hususi zeytin 1kg,zeytin
doğuş yesil 20li tarçinli-karanfilli,çay kahve
doğuş kirmizi meyveler 20 li,çay kahve
selpak havlu 6 li beyaz %25 indirimli,havlu kağitlari
selpak mendil mentol 10lu,kağit mendiller
dr.oetker tavuk gogsu 125 gr,toz tatlı
super fresh ispanakli rulo borek 500gr.,dondurulmuş gida
banat temizlik bezi 3 al 2 ode,ev temizlik gereçleri
domestos ultra 4lt okaliptus ferahliği,çamaşır yikama
reis irmik 500 gr,makarna
doğuş black label 48+12demlik,çay kahve
lipton english br.tea 100ad.bardak,çay kahve
knorr corba iskembecorbasi 63gr,corba bulyon
barilla fusilli burgu 500 gr,makarna
akdem kis çayi 40 suzen poset,çay kahve
molped ultra eko kuruluk garantisi uzun 14ad,hijyenik pedler
kotex ultra eko gece 14 lu,hijyenik pedler
molped daily care deo gunluk 40 adet eko,hijyenik pedler
teno wc kagidi 16li cift kat,wc kağitlari
dr.oetker çikolata parcaciklari 100gr,toz tatlı
nogay hakiki sele kg,zeytin
bizim un 2 kg,unlu mamüller
lipton english breakfast tea 100'lu demlik,çay kahve
sayan boxer short xl,iç giyim aksesuar
tillo 1802 koruklu pompa buyuk,mutfak eşya gereçleri
gokce toz icecek 350 gr visne,gazsız içecek
solen biscolata starz 100 gr mocho kahveli,çikolata gofret
fairy h 1 arada bul.makinesi 56'lielma,bulaşik yikama
dr.oetker keskul toz karisim 140gr,toz tatlı
pril bulasik siv 1500 ml. elma kokulu,bulaşik yikama
finish pawerball 26 li hepsi 1arada,bulaşik yikama
fairy h 1 arada bul.makinesi 28'li elma,bulaşik yikama
dr.oetker milkshake muzlu 25gr,toz tatlı
dr.oetker sicak çikolata 27 gr.,toz tatlı
pantene aqua light sac kremi 400gr,saç bakım
çaykur anadolu filiz çayi 400 gr.,çay kahve
orkid 4 lu anne kiz pkt ultra 28 li,hijyenik pedler
bebelac 4 900 gr devam sutu,hazır yemek mama
bebelac kav.125gr meyve salatasi,hazır yemek mama
dr.oetker dolgu kremasi vanilya 55gr,toz tatlı
lay`s yogurt&mevsim yesiligi 84 gr,büskivi çerez
hero 8 tahilli devam sutlu 250gr,hazır yemek mama
hero armut-ananas-seftali,hazır yemek mama
hero baby kavanoz pure elma,hazır yemek mama
hero sutlac 125gr,hazır yemek mama
hero baby sutlu 8tahilli 500 gr,hazır yemek mama
ari 12 vit.6 min.pirinç unu 125 gr sutlu muzlu,hazır yemek mama
ari 12 vit.6 min.pirinç unu 125 gr sutlu,hazır yemek mama
f karat mangal komuru 1kg,mutfak eşya gereçleri
mehtap kek kalibi buyuk dilimli,mutfak eşya gereçleri
doganay salgam suyu 2000ml acili,gazsız içecek
komili 700 ml şampuan,saç bakım
pakmaya buğday nisasta 200 gr.,unlu mamüller
blendax şampuan 400 ml ginseng ozlu,saç bakım
ruffles ketcapli 84 g,büskivi çerez
pantene y 400ml ince telli saçlar için,saç bakım
doganay salgam suyu acili 1000ml cam sise,gazsız içecek
danone danette 4 lü muzlu 110gr,sütlü tatlılar dondurma
glade sensations refil yedek,ev temizleyici
mr.muscle sil parlat 500 ml amonyakli,ev temizleyici
cevizli sucuk,büskivi çerez
yorsan light kasar 500gr,peynir
wella sac boyası 5/1 acik kullu kahve,saç bakım
nivea deo 150ml dry impact plus,parfüm deodorant
ekin dermason fasulye 1 kg,bakliyat
reis kirmizi ic mercimek 2500 gr,bakliyat
reis kepekli pilavlik bulgur 1kg,bakliyat
"wella tup sac boyası 77,44 kor ates kizili",saç bakım
8*4 150 ml deo formen play the gamr,parfüm deodorant
peyman badem ic 70 gr,büskivi çerez
wella koleston sac boyası 7.0 kit orta kumral,saç bakım
yorsan kasar peynir 400gr,peynir
kotex secret ultra ped uzun 32 li dortlu,hijyenik pedler
molped d.c.ult light günlük bakim pedi normal 40,hijyenik pedler
solo wc kagidi 24 lu havlu hediyeli,wc kağitlari
bebelac 1 250 gr,hazır yemek mama
lipton siyah inci 500 r.,çay kahve
dr.oetker sokino kek karişimi 455gr,toz tatlı
"tursil matik 1,5 kg kircicegi",çamaşır yikama
ariel matik 5 kg extra ferah bahar 3d actives,çamaşır yikama
nestle nesfit sade 750 gr,kahvaltılık
kent jelibon 90 gr.mimik m.sulu,sakız şekerleme
permatik tekli 10lu poset,traş malzemeleri
kosla oxi hijyen toz 470 gr,çamaşır yikama
rinso matik sıvı 700 ml lavanta-yasemin,çamaşır yikama
"ülker camlica limon 2,5lt",gazli içecek
argem camasir ipi 2'li,mutfak eşya gereçleri
argem kirpi çay suzgeci,mutfak eşya gereçleri
rinso sıvı det.3069 gr tropik,çamaşır yikama
wella koleston 2/8 maxi,saç bakım
tattoo charm deo sprey 125 ml,parfüm deodorant
algida dondurma 1000 ml visne limon,sütlü tatlılar dondurma
prima kuru ve hesapli 3-6 kg.60adet,çocuk bezleri
ülker albeni mini boy 216 gr,çikolata
kartal makarna ince uzun 500gr,makarna
kuzu kul basti,kirmizi et
dr.oetker kekun kakaolu 375 gr,toz tatlı
pınar ucgen peynir kekikli zeytinli 8 li,peynir
yorsan beyaz peynir light 500gr,peynir
danone danino muzlu 6 li 2011,sütlü tatlılar dondurma
sitil premium suet 100 ml likit k.kahve,ev temizleyici
sener recel 1800 gr çilek,kahvaltılık
"marc ahsap temizliyici 2,5 lt",ev temizleyici
pınar labne peynir 200gr,peynir
air wick fresmatic mak+yedek citrus,ev temizleyici
balparmak 460 gsuzme cam bali,kahvaltılık
bağdat antep fistigi 30 gr,tuz baharat
içim puding bitter 115gr,unlu mamüller
domestos hijyenik leke cikarici 1 lt,ev temizleyici
nivea dus samp. for men energy 250ml,duş banyo
sek meyve nek.200 ml kayisi,gazsız içecek
tamek m.suyu 200ml seftali,gazsız içecek
mujde super ince 57 soket,iç giyim aksesuar
içim m.suyu 200 ml portakal,gazsız içecek
ülker granini nektari visne 1kg,gazsız içecek
ülker granini 330 ml kayisi,gazsız içecek
cif paslanmaz. celik yuzey temiz. sprey 500ml,ev temizleyici
sana paket 6'li kombo,tereyağ margarin
peyman kokteyl mix 200 gr 2012,büskivi çerez
nestle nesfit kirmizi meyveli 225 gr,kahvaltılık
ülker kellogg`s k flakes 250 gr çikolata,kahvaltılık
wella koleston 3/4 maxi koyu kestane,saç bakım
luna kase margarin 250 gr.zeytinyağli,tereyağ margarin
pam sıvı sabun 400ml gul buketi,duş banyo
falim 5`li sakız karisik meyve,sakız şekerleme
oskar fıstıklı saray helvasi 450 gr,kahvaltılık
m.birlik super zeytin 500 gr,zeytin
nazo toz icecek visne,gazsız içecek
bizim mutfak corba manti,corba bulyon
familia sb desenli pecete 100 lu,kağit peçeteler
bebelac kav.125gr elma armut puresi,hazır yemek mama
bebelac kav.125gr.yogt. kay.anans pure,hazır yemek mama
doğuş royal breakfast 100 ad.bardak,çay kahve
lipton doğu karadeniz pouch 48'li,çay kahve
akdem rezene çayi 20li,çay kahve
bizim mutfak kofteli nohutlu yuksuk çorbasi,corba bulyon
eti gofretli çikolata 65 gr muzlu,çikolata gofret
familia sb desenli havlu 8 li,havlu kağitlari
pınar labne peynir 8*20gr,peynir
bağdat isot biber 80gr,tuz baharat
sitil hazır boya siyah sunger 200 gr,ev temizleyici
bağdat feslegen 30gr,tuz baharat
tamek biber salcasi 1/1 aci,hazır yemekler
lay`s baharat parti 171 gr.,büskivi çerez
tat ev tipi antep tadi biber salçasi 580 gr cam,hazır yemekler
oral-b cocuk dis macunu 75ml,ağız bakim
koska recel kayisi 380 gr,kahvaltılık
pantene y 400ml.temel bakim,saç bakım
signal white now d.m 75 ml mint nane,ağız bakim
fersan sarimsakli sirke 500ml,hazır yemekler
f neffis eks pls kova recel 1 kg kayisi,kahvaltılık
koska recel ahududu 380 gr,kahvaltılık
"omo matik 1,5 kg yumoş lavanta",çamaşır yikama
ariel matik 5 .5 kgparlak renkler,çamaşır yikama
bingo mutfak sprey 750ml +banyo hed.,ev temizleyici
içim sut 2 lt pastorize kutu,süt
tamek meyve suyu 1 lt kutu seftali,gazsız içecek
h.sakir guzl sab 5li sarayli lavanta 375gr,duş banyo
pınar sut 1 lt. light %50,süt
tamek meyve suyu 1 lt kutu kayisi,gazsız içecek
billur tuz 500 ml demir mineralli,tuz baharat
p.bahçe 43163 babylon,mutfak eşya gereçleri
yaren desenli porselen kupa,mutfak eşya gereçleri
carte dor kabartma tozu 5'li,unlu mamüller
sesu roll-on sir ağda 100 ml,makyaj malzemeleri
okey extra 10 lu,sağlik
pastavilla makarna tricolor 500 gr.,makarna
arko tras jeli 200ml moist,traş malzemeleri
emek aycicek yağ 10 lt tnk,sıvı yağlar
dr.oetker patisserie merengli tart,toz tatlı
vileda style desenli bezi 3'lu,ev temizlik gereçleri
finish h1 arada 102'li tab.oxi,bulaşik yikama
bingo dinamik 1250gr. bulasik sıvı sensitive,bulaşik yikama
champion demlik 48li seylan çayi,çay kahve
bağdat kekik 97gr,tuz baharat
tamek biber salcasi 720ml aci cam,hazır yemekler
kar patos critos 68gr.peynir,büskivi çerez
sek labne 200 gr,peynir
emirdag yağli beyaz peynir,peynir
sener kayisi receli 770 gr,kahvaltılık
alaturca corekotlu kitir 150 gr,büskivi çerez
mangal komuru 1 kg mercan-celiksoy,mutfak eşya gereçleri
k.plast cop poset buyuk boy limonlu,mutfak eşya gereçleri
koska recel visne 380 gr,kahvaltılık
tamek recel kayisi 380 gr,kahvaltılık
taris z.yaği sizma 500ml,sıvı yağlar
duru limon kolonya 400ml pet s,parfüm deodorant
cappy %100 karisik meyve nektari lt,gazsız içecek
topuk rendesi yumurta,makyaj malzemeleri
peyman kabak cekirdegi 40 gr.,büskivi çerez
falim sakız 5li melisa ve limon otu aromali,sakız şekerleme
bingosil fresh 1lt yuzey temizleyici  lovely,ev temizleyici
prima ikiz paketi 4-9kg,çocuk bezleri
prima yenidogan 50 ad 2-5kg-1,çocuk bezleri
arko tras kolonyasi 250 ml.aqua,traş malzemeleri
"mr.muscle yuzey temizliyici 2,5 lt.floral",ev temizleyici
argem milenyum ceviz fin. kiracagi,mutfak eşya gereçleri
argem inci pasta spatulasi,mutfak eşya gereçleri
argem ikili rende,mutfak eşya gereçleri
argem koruklu vantuz pompa,mutfak eşya gereçleri
argem meyve bicagi 6'li,mutfak eşya gereçleri
axe deo 150 ml excite,parfüm deodorant
wella koleston 7/0 maxi,saç bakım
dr.oetker puding cikolatili-badem 118gr,unlu mamüller
orkid ultra gece 7li paket,hijyenik pedler
doğuş karadeniz poset 25'li bergamotlu,çay kahve
emek aycicek yağ 18 lt tnk,sıvı yağlar
tadelle gol sutlu findik draje 36gr,çikolata gofret
ipek sackremi 700 ml koparak dokulen saclar icin,saç bakım
rexona women cotton deo roll_on,parfüm deodorant
nivea roll-on cool kick men,parfüm deodorant
s.brite kullan at eldiven 8,ev temizlik gereçleri
silen havlu ultra 2'li,havlu kağitlari
calgonit quantum 30'lu,bulaşik yikama
"calgonit jel deterjan 1,35 ml",bulaşik yikama
finish ouantum 25 adet,bulaşik yikama
f saff bulasik deterjani 750ml portakalli,bulaşik yikama
"pril losyon 1,5 ml aloe vera",bulaşik yikama
akdem meyan kökü 50 gr,çay kahve
elidor 700ml sac kremi düzlestirici,saç bakım
maret 5li soyulmus sosis paket,et şarküteri
tillo 1315 makarali wc kagitligi,mutfak eşya gereçleri
m.birlik super 800gr tnk,zeytin
uludağ madensu frutti visne 6'li,su madensuyu
akdem fitness form çay 20adet,çay kahve
dr.oetker ice tea limon gr,toz tatlı
bebelac 3 500gr,hazır yemek mama
ülker 38 gr golden baton bol ant.fist.,çikolata gofret
tillo 1276 camasir ipi pvc kaplamali,mutfak eşya gereçleri
pınar burger 590gr,dondurulmuş gida
s.brite cok amacli eldiven 8,ev temizlik gereçleri
lipton form plus acaili 20'li poset,çay kahve
kent samba çikolata 312gr,çikolata
maggi corba kremali tavuk,corba bulyon
dr.oetker wolke çikolatali kek 430 gr.,toz tatlı
ekici lor peyniri 500 gr,peynir
kosla hali şampuan matik 3in1 500 ml,ev temizleyici
dr.oetker creme ole çikolatali findik 125gr,toz tatlı
cif sunlight bulasik deterjani 737 ml,bulaşik yikama
akdem form kayisili 20'li,çay kahve
çaykur kamelya çay 100gr,çay kahve
bizim un 1 kg,unlu mamüller
pınar krem santi 150gr,dondurulmuş gida
super fresh ispanak 450 gr,dondurulmuş gida
nestle nesquik toz 375 gr,çikolata gofret
akdem oğul otu 40 gr,çay kahve
coffee mate 170 gr yeni,çay kahve
s.brite temizlik bezi 3lu çilek koku,ev temizlik gereçleri
fiskobirlik sutlu findik ezmesi 450 gr,kahvaltılık
papia mendil mentollu 10lu,kağit mendiller
elidor 350 ml sac kremi isildayan parlaklik,saç bakım
rest duz bulasik sungeri,ev temizlik gereçleri
erik,meyve
maggi corba mercimek,corba bulyon
ülker dido sutlu çikolata,çikolata gofret
akdem yesil çayi 100gr,çay kahve
doğuş bitki çayi adaçayi 20 li poset,çay kahve
arko tras jeli 1+1 cool,traş malzemeleri
uzum,meyve
dr.oetker kekun soko 500 gr.,toz tatlı
dr.oetker krep un 275gr,toz tatlı
veet tuy dokucu krem tup sensive plus,makyaj malzemeleri
hamurana koy tarhanasi 250gr.,makarna
s.brite 6'li klasik sunger,ev temizlik gereçleri
s.brite genel tem eldiven 6,ev temizlik gereçleri
halk corba kremali mantar 60gr,corba bulyon
nestle 80gr findikli kare 278,çikolata gofret
solen diamond 440 gr findikli cift kapla.,bayramlik
akdem egzotik meyve çayi,çay kahve
lipton earl grey tea 25li poset,çay kahve
blendax 400 ml sac kremi bitki ozlu,saç bakım
mlp dcare light 60*10 normal,hijyenik pedler
mlp dcare light 20*24 normal,hijyenik pedler
mlp dcare light 20*24flower deo,hijyenik pedler
numil aptamil 4 300gr kutu,hazır yemek mama
mlp dcare light40*10 fresh deo,hijyenik pedler
okey sim siki 10 lu,sağlik
mlp dcare 20ad gunl.ped normal,hijyenik pedler
veet ağda bandi 12 adet papaya yaği,makyaj malzemeleri
eti form  limon lifli 200 gr 8.li paket,büskivi çerez
uludağ efsane gazoz portakalli 330 ml,gazli içecek
dalin kids sıvı el sabunu 300ml. çilek,duş banyo
clin çok amaçli cam sil 500 gr,ev temizleyici
arko tras sonrasi 75ml krem sport,traş malzemeleri
loreal sublime kopuk 5.0 saf kestane,saç bakım
yumos 1500 ml.delux frezya,çamaşır yikama
garnier 660 kor kizili,saç bakım
canbebe standart midi 4-9 kg,çocuk bezleri
fersan tursu yap 5 lt pet,hazır yemekler
slazenger deo 150ml activesport,parfüm deodorant
haribo starmix 100gr,sakız şekerleme
she sprey deo 150ml,parfüm deodorant
"bingo soft konsantre 2,5 lt ada ferahligi",çamaşır yikama
berrak tursu salatalik 2650 ml,hazır yemekler
penguen tursu karisik 1650gr,hazır yemekler
fax sıvı sabun lavanta 500ml,duş banyo
marc deo sıvı 900ml floral,ev temizleyici
yumos extra 720ml lavanta manolya,çamaşır yikama
vivident b box air action,sakız şekerleme
protex sıvı sabun 750 ml*2i%25 ind. prof.bakim,duş banyo
f neffis kirmizi mercimek 2 kg,bakliyat
wella koleston kopuk boya 3/0 koyu kahve,saç bakım
becel pratik zeytinyağli 485ml,tereyağ margarin
ülker oneo sakız damla,sakız şekerleme
mr.muscle sil parlat 500 ml sirkeli,ev temizleyici
palmolive sıvı sabun 2 lt  anti-stress,duş banyo
gillette blue 2 plus 5li+mach 3 sensitive,traş malzemeleri
wella koleston sac boyası 7.1 kullu kumral,saç bakım
ekici kasar peyniri 500 gr,peynir
bingosoft konsantre 750 ml bahar uyanisi,çamaşır yikama
tamek mayonez cam 500gr,hazır yemekler
she cool sprey deo 150ml,parfüm deodorant
loreal sac boyası 3,saç bakım
palmolive sıvı sabun yağ giderici 750ml+350 ml,duş banyo
bingosoft 4 lt star,çamaşır yikama
fuse tea 1 lt karpuz,gazsız içecek
emotion deo sprey 150ml fresh bouqet,parfüm deodorant
becel 500 gr. tereyağ keyfi makarna hediyeli,tereyağ margarin
bizim margarin kahvalti keyfi 250 gr,tereyağ margarin
sener uzum pekmezi 1020 gr,kahvaltılık
ipek dus jeli 650 ml ferahlatici deniz kokusu,duş banyo
wee silikon damakli emzik no:3,bebek bakim
yaren hasirli kasik sepeti,mutfak eşya gereçleri
tat tedi 200 ml. havuc+elma+çilek,gazsız içecek
cappy meyve tanem 1 lt karisik,gazsız içecek
h.sakir guzl sab 5li menekse cicegi 375gr,duş banyo
colgate d.f. 1+1 deep clean medium,ağız bakim
yaren sigma mesrubat bard.3'lu damla des mavi,mutfak eşya gereçleri
yudum naturel sizma 5 lt,sıvı yağlar
baktat gemlik siyah zeytin 400 gr,zeytin
rexona stick cotton 50 gr,parfüm deodorant
carte dor kazandibi 182gr,unlu mamüller
koska harnup pekmezi 1400gr.,kahvaltılık
